,family,father,mother,midParent,children,childNum,gender,RandomNoise1,RandomNoise2,RandomNoise3,RandomNoise4,RandomNoise5,RandomNoise6,RandomNoise7,RandomNoise8,RandomNoise9,RandomNoise10,RandomNoise11,Child
52,16,1.8542,1.78308,0.716,9,3,1,0.047958827,0.226547062,0.643047282,0.173082198,0.625959442,0.606794084,0.94026721,0.653946845,0.440001461,0.576968611,0.667208713,1.78308
53,16,1.8542,1.78308,0.716,9,4,1,0.750256456,0.004349658,0.82500446,0.677467833,0.060005504,0.233955724,0.131047707,0.063370655,0.351461689,0.252586781,0.710459215,1.78308
54,16,1.8542,1.78308,0.716,9,5,1,0.81032055,0.17418767,0.907946639,0.398630249,0.684785651,0.155863497,0.107612082,0.734168975,0.626745879,0.302614607,0.760380755,1.75768
55,16,1.8542,1.78308,0.716,9,6,0,0.895273556,0.308463498,0.581537867,0.997839248,0.209498684,0.05040735,0.325669233,0.537908007,0.020298922,0.483849194,0.102814191,1.88458
56,16,1.8542,1.78308,0.716,9,7,0,0.198961615,0.157859609,0.754409981,0.600540552,0.399422022,0.822137561,0.446610558,0.593922648,0.164679911,0.617228681,0.97517903,1.82423
57,16,1.8542,1.78308,0.716,9,8,0,0.497103817,0.093153693,0.140789512,0.403932237,0.962761426,0.844709074,0.820504414,0.267441374,0.911035723,0.970564769,0.751666593,1.76936
58,16,1.8542,1.78308,0.716,9,9,0,0.015512417,0.598781677,0.153283952,0.432639519,0.458063197,0.569244124,0.066403467,0.285923433,0.735343197,0.550124518,0.197770629,1.74193
59,17,1.8542,1.76936,0.7133,6,1,1,0.940052033,0.689699588,0.738957648,0.704112438,0.432419503,0.003517659,0.969524207,0.628908095,0.618091008,0.028582641,0.340572778,1.8796
60,17,1.8542,1.76936,0.7133,6,2,1,0.82301087,0.428996243,0.253634505,0.294404325,0.803467634,0.845307438,0.676693375,0.673220819,0.095579926,0.0861549,0.988663298,1.8542
61,17,1.8542,1.76936,0.7133,6,3,1,0.304191685,0.871627011,0.590275437,0.389020727,0.008101513,0.020358135,0.995932538,0.873032638,0.17241856,0.670222896,0.412733416,1.8161
62,17,1.8542,1.76936,0.7133,6,4,1,0.532639927,0.518525973,0.881099275,0.179597565,0.222534581,0.808122981,0.066971672,0.342418373,0.072277691,0.210040787,0.158070382,1.5875
63,17,1.8542,1.76936,0.7133,6,5,0,0.068893363,0.586023762,0.292722862,0.258095329,0.759096645,0.732251399,0.127796998,0.957692213,0.898764461,0.319415364,0.32302173,1.82423
64,17,1.8542,1.76936,0.7133,6,6,0,0.383147256,0.119664321,0.160512018,0.349568105,0.652536546,0.941867661,0.760671219,0.450783726,0.469802732,0.322490471,0.619851222,1.70901
65,18,1.8542,1.75565,0.7106,3,1,0,0.392162352,0.454143996,0.701739855,0.890716866,0.989664524,0.361906195,0.408562869,0.442678646,0.069077798,0.205527347,0.443519919,1.81051
66,18,1.8542,1.75565,0.7106,3,2,0,0.164633324,0.386841386,0.233536069,0.304112207,0.060755664,0.703954738,0.437472946,0.911370432,0.542759232,0.839419671,0.656384808,1.76936
67,18,1.8542,1.75565,0.7106,3,3,0,0.664002561,0.645537408,0.658550991,0.489000083,0.691551099,0.655136541,0.08248986,0.788079505,0.115851112,0.376326488,0.202899189,1.75565
68,19,1.85928,1.72822,0.7062,1,1,0,0.603237524,0.608216138,0.412683284,0.431165965,0.956941268,0.788275271,0.834998423,0.007419671,0.425110503,0.835840843,0.73272525,1.71999
69,20,1.84658,1.89281,0.7361,8,1,1,0.331937413,0.180703922,0.196537881,0.040495456,0.769936295,0.582783602,0.636621451,0.435141319,0.303892948,0.795121496,0.248160767,1.85928
70,20,1.84658,1.89281,0.7361,8,2,1,0.083524815,0.679328393,0.614032596,0.966827502,0.614376768,0.35289567,0.877740297,0.138580529,0.497242849,0.920848908,0.111712151,1.8542
71,20,1.84658,1.89281,0.7361,8,3,1,0.694793322,0.066858376,0.434933565,0.703128329,0.893605093,0.429402494,0.628088288,0.262433348,0.219421954,0.092278712,0.397948396,1.84658
72,20,1.84658,1.89281,0.7361,8,4,0,0.87623521,0.012736031,0.389348739,0.207621226,0.6275959,0.31112511,0.206481246,0.785583515,0.717025797,0.991946957,0.832530323,1.92024
73,20,1.84658,1.89281,0.7361,8,5,0,0.5365887,0.806751231,0.978333178,0.69167233,0.785518678,0.75503497,0.775925078,0.334035032,0.084392606,0.31166158,0.808263549,1.89281
74,20,1.84658,1.89281,0.7361,8,6,0,0.664967933,0.369098852,0.588785833,0.656586305,0.969450833,0.134056108,0.894116712,0.497057811,0.345376375,0.773209884,0.806935787,1.87909
75,20,1.84658,1.89281,0.7361,8,7,0,0.903140642,0.780483664,0.164599794,0.027995428,0.749328923,0.454198992,0.444839129,0.694935518,0.431778728,0.502402198,0.190490028,1.86538
76,20,1.84658,1.89281,0.7361,8,8,0,0.108860678,0.689480239,0.267798562,0.931724424,0.910253827,0.516752966,0.369151787,0.756541203,0.734577087,0.307216367,0.908745754,1.81051
77,21,1.8288,1.86538,0.7272,3,1,1,0.393082338,0.955491964,0.834854739,0.437636318,0.896718461,0.678013322,0.055799871,0.395594204,0.97335937,0.156419311,0.990722417,1.8542
78,21,1.8288,1.86538,0.7272,3,2,0,0.383650491,0.016620347,0.809830099,0.513348718,0.146737112,0.400207874,0.383903716,0.703858859,0.315862004,0.933465224,0.54614156,1.87909
79,21,1.8288,1.86538,0.7272,3,3,0,0.504852731,0.096966174,0.281677713,0.038515876,0.912528541,0.320682077,0.804999551,0.792229819,0.172174908,0.898488924,0.834779812,1.86538
80,22,1.8288,1.83794,0.7218,3,1,1,0.150625482,0.2323512,0.837598116,0.353782592,0.497650019,0.67680296,0.81680428,0.669577948,0.767726724,0.457915708,0.707414953,1.8542
81,22,1.8288,1.83794,0.7218,3,2,1,0.066389819,0.777690312,0.096069714,0.497607495,0.193626109,0.780523547,0.931513672,0.803174275,0.884667677,0.761359823,0.569729223,1.8034
82,22,1.8288,1.83794,0.7218,3,3,0,0.758642299,0.175045947,0.512519446,0.0462338,0.03491586,0.62100794,0.049231037,0.412306231,0.357341357,0.840642027,0.177068111,1.83794
83,23,1.8288,1.78308,0.711,7,1,1,0.564155071,0.002707083,0.208290318,0.174754385,0.484919412,0.810748827,0.9158859,0.209965249,0.734586462,0.478276879,0.99825368,1.88468
84,23,1.8288,1.78308,0.711,7,2,1,0.701262264,0.495151958,0.353609934,0.72619994,0.453807637,0.322495859,0.765095557,0.582369787,0.077909928,0.918413836,0.295148653,1.7907
85,23,1.8288,1.78308,0.711,7,3,1,0.21358336,0.944340293,0.327282124,0.313730011,0.428917586,0.737465405,0.158068401,0.598517173,0.074397103,0.73652178,0.40265986,1.7653
86,23,1.8288,1.78308,0.711,7,4,0,0.60416252,0.03155528,0.223329766,0.405642884,0.679352009,0.766430968,0.080931069,0.515678879,0.147766071,0.581036823,0.94592418,1.81051
87,23,1.8288,1.78308,0.711,7,5,0,0.672224751,0.619113464,0.157204946,0.694095617,0.540137664,0.360762769,0.790192025,0.464232933,0.81773989,0.100706428,0.286204999,1.7968
88,23,1.8288,1.78308,0.711,7,6,0,0.779869531,0.640673117,0.640454914,0.404141827,0.316327446,0.30264009,0.141298414,0.605215367,0.016101054,0.769694278,0.838433481,1.78308
89,23,1.8288,1.78308,0.711,7,7,0,0.888156552,0.816718538,0.088773302,0.737079046,0.208075983,0.976491952,0.168836463,0.544988398,0.020489094,0.094426014,0.269638311,1.78308
90,24,1.8288,1.7968,0.7137,1,1,0,0.298442805,0.804679988,0.089739424,0.372696591,0.332372049,0.493885038,0.123985877,0.709855215,0.393852129,0.999806231,0.088435786,1.7968
91,25,1.8288,1.75565,0.7056,2,1,0,0.808481484,0.548965069,0.990526582,0.472263829,0.205146041,0.572660223,0.202455208,0.050498116,0.145563845,0.122451118,0.904622681,1.81051
92,25,1.8288,1.75565,0.7056,2,2,0,0.840810342,0.66901602,0.142589508,0.872211079,0.665250412,0.988667434,0.434312578,0.655628439,0.212868161,0.861261581,2.41E-06,1.72822
93,26,1.8288,1.72822,0.7002,5,1,1,0.441483072,0.970921028,0.023771945,0.641833623,0.615034584,0.384790044,0.966248003,0.470707367,0.37120535,0.192684091,0.16019754,1.7907
94,26,1.8288,1.72822,0.7002,5,2,1,0.757472433,0.539357718,0.084772491,0.972168438,8.88E-05,0.201247939,0.852414424,0.75359358,0.525416172,0.612432012,0.77706003,1.7907
95,26,1.8288,1.72822,0.7002,5,3,1,0.22444391,0.123715884,0.21355058,0.958010805,0.813201061,0.684401365,0.581706728,0.548342125,0.615829097,0.748649389,0.599938485,1.7526
96,26,1.8288,1.72822,0.7002,5,4,0,0.961121636,0.085291753,0.965584322,0.736895414,0.8577789,0.344366097,0.274203863,0.969810875,0.25808983,0.557665993,0.573601524,1.78308
97,26,1.8288,1.72822,0.7002,5,5,0,0.310645369,0.51621857,0.884884213,0.560899868,0.774410893,0.674404871,0.69155654,0.598441165,0.42994122,0.967943367,0.343501276,1.72822
98,27,1.8288,1.72822,0.7002,3,1,1,0.620446041,0.423302406,0.467582652,0.959428713,0.99181919,0.110429212,0.55912844,0.844140151,0.419828945,0.724669246,0.546654006,1.7526
99,27,1.8288,1.72822,0.7002,3,2,1,0.660375549,0.452451814,0.091441796,0.793272085,0.164899513,0.105302522,0.164305585,0.04209086,0.70165392,0.720614599,0.538811195,1.7018
100,27,1.8288,1.72822,0.7002,3,3,0,0.034217414,0.266556241,0.384840984,0.376342961,0.893016458,0.025575466,0.107182827,0.63228191,0.325852428,0.168366488,0.588810265,1.72822
101,28,1.8288,1.72822,0.7002,6,1,1,0.324228128,0.137109502,0.338951416,0.076495349,0.381074777,0.11215421,0.455576819,0.514495834,0.829392933,0.477812523,0.056107306,1.8542
102,28,1.8288,1.72822,0.7002,6,2,1,0.906512432,0.494714888,0.955446083,0.559064671,0.884406958,0.376995896,0.803773285,0.328852655,0.848752244,0.646503576,0.953676773,1.7018
103,28,1.8288,1.72822,0.7002,6,3,0,0.476740012,0.711196805,0.233650091,0.160475436,0.466589238,0.667518125,0.199887177,0.16236745,0.812338752,0.919311777,0.328202895,1.93396
104,28,1.8288,1.72822,0.7002,6,4,0,0.563299307,0.59786909,0.960128359,0.998695775,0.3558791,0.239417476,0.776110204,0.714677354,0.239041915,0.600534238,0.683897205,1.92024
105,28,1.8288,1.72822,0.7002,6,5,0,0.896278025,0.93068294,0.177418863,0.873174708,0.29161119,0.601665343,0.186857527,0.428420979,0.432684305,0.014331992,0.622456062,1.82423
106,28,1.8288,1.72822,0.7002,6,6,0,0.940133115,0.938558574,0.51251894,0.492816662,0.185215613,0.344269647,0.58354458,0.063845591,0.428537626,0.949211269,0.155624612,1.72822
107,29,1.8415,1.74193,0.7054,3,1,0,0.913991727,0.774482927,0.605442654,0.677486376,0.122968245,0.55134482,0.868861715,0.881376189,0.691847415,0.695132643,0.725200282,1.85166
108,29,1.8415,1.74193,0.7054,3,2,0,0.34202418,0.707850773,0.85783084,0.68215282,0.293893797,0.141430264,0.416089185,0.496376069,0.274264087,0.867036318,0.913741067,1.84343
109,29,1.8415,1.74193,0.7054,3,3,0,0.453897874,0.613471977,0.732354728,0.281798603,0.922304497,0.508188992,0.43339439,0.183397713,0.784431969,0.084506039,0.021274259,1.82971
110,30,1.8288,1.70078,0.6948,1,1,0,0.565116441,0.99771201,0.287983788,0.64870496,0.866479491,0.139491913,0.557173826,0.332387503,0.231649427,0.155627395,0.131614468,1.75565
111,31,1.8415,1.70078,0.6973,6,1,1,0.030693156,0.10466065,0.470596355,0.296386718,0.242888518,0.427792243,0.876417061,0.529606517,0.119261495,0.062250269,0.253213526,1.8034
112,31,1.8415,1.70078,0.6973,6,2,1,0.38742894,0.568523166,0.116749386,0.026194613,0.620314785,0.199390299,0.831158972,0.125071238,0.852214948,0.36091587,0.714877117,1.778
113,31,1.8415,1.70078,0.6973,6,3,1,0.461490799,0.855975264,0.796143307,0.15559724,0.114574189,0.933068472,0.799761264,0.721195077,0.734590846,0.813870681,0.897362108,1.778
114,31,1.8415,1.70078,0.6973,6,4,0,0.842321262,0.094416033,0.851695002,0.513668547,0.588433951,0.960626881,0.467761681,0.250276903,0.047810279,0.358960779,0.245309813,1.81051
115,31,1.8415,1.70078,0.6973,6,5,0,0.812202953,0.018907168,0.3469453,0.609787023,0.755860133,0.810807536,0.339208791,0.550069914,0.399118322,0.737840244,0.269124695,1.78308
116,31,1.8415,1.70078,0.6973,6,6,0,0.739784269,0.61908658,0.142025758,0.000408666,0.818911381,0.269214887,0.535335191,0.074582927,0.838846993,0.897701567,0.808271605,1.78308
117,32,1.8288,1.70078,0.6948,5,1,1,0.847291678,0.586145904,0.332705763,0.802265511,0.23999245,0.037224073,0.008323717,0.547174874,0.51587991,0.889939184,0.070336337,1.8796
118,32,1.8288,1.70078,0.6948,5,2,1,0.163887904,0.849297891,0.439022086,0.61780057,0.279655733,0.073787087,0.735579942,0.738438996,0.738615629,0.43781519,0.531835312,1.8288
119,32,1.8288,1.70078,0.6948,5,3,1,0.743872033,0.705483257,0.973185551,0.103363498,0.951732753,0.961706758,0.615285169,0.495758912,0.19348142,0.409989321,0.46758627,1.7526
120,32,1.8288,1.70078,0.6948,5,4,0,0.310995223,0.152328543,0.712261616,0.21763331,0.218928622,0.121608678,0.78255072,0.634914956,0.346648709,0.966035626,0.72338304,1.85166
121,32,1.8288,1.70078,0.6948,5,5,0,0.924965432,0.96443371,0.316963129,0.978565891,0.75670589,0.00029047,0.660373109,0.421513636,0.547552189,0.427888962,0.93813572,1.74193
122,33,1.8288,1.70078,0.6948,5,1,1,0.305513882,0.43431632,0.918853325,0.092679507,0.344337563,0.965468694,0.003122088,0.392417087,0.114920614,0.925073357,0.144573393,1.8288
123,33,1.8288,1.70078,0.6948,5,2,1,0.587883608,0.585598552,0.956514351,0.422947857,0.54325608,0.284681294,0.030640763,0.884810431,0.549546937,0.743175007,0.917213977,1.8161
124,33,1.8288,1.70078,0.6948,5,3,1,0.986393114,0.70941522,0.87881194,0.531185507,0.414705907,0.845036429,0.108686449,0.187686633,0.969177971,0.978801886,0.682221139,1.8161
125,33,1.8288,1.70078,0.6948,5,4,1,0.00643228,0.040255831,0.091414724,0.219438949,0.288909677,0.391970325,0.41896349,0.809583358,0.77543508,0.939128191,0.336237972,1.778
126,33,1.8288,1.70078,0.6948,5,5,0,0.95350419,0.902812755,0.737050412,0.461720502,0.703231753,0.554952883,0.356535899,0.025399167,0.953714918,0.706017197,0.594395271,1.86538
127,34,1.8288,1.67335,0.6894,1,1,0,0.892831242,0.833127567,0.170524013,0.986176491,0.153805793,0.913036172,0.503123497,0.093574253,0.978079716,0.297291777,0.962285661,1.80228
128,35,1.8034,1.89281,0.7276,5,1,1,0.138606975,0.296361696,0.886373909,0.411860932,0.977585467,0.615533272,0.71660292,0.587015435,0.155526703,0.943098677,0.09859818,1.9812
129,35,1.8034,1.89281,0.7276,5,2,1,0.367280318,0.117256396,0.827690093,0.649221114,0.378932858,0.917351443,0.915542194,0.169881514,0.82702114,0.232777022,0.591245339,1.8796
130,35,1.8034,1.89281,0.7276,5,3,1,0.26301683,0.927222131,0.381648441,0.58697059,0.675178193,0.76391696,0.989744907,0.610355085,0.75466812,0.001885483,0.302088917,1.8542
131,35,1.8034,1.89281,0.7276,5,4,1,0.104600251,0.365931393,0.048210375,0.016970356,0.871915044,0.146126975,0.399471828,0.202033294,0.995069852,0.005470488,0.003734201,1.8288
132,35,1.8034,1.89281,0.7276,5,5,0,0.201670672,0.50849591,0.781139984,0.325151309,0.32444258,0.569759544,0.863100742,0.092957032,0.859644411,0.279618084,0.323685757,1.83794
133,36,1.8034,1.83794,0.7168,4,1,1,0.426513763,0.754376675,0.629716747,0.212336802,0.10809477,0.510866079,0.210329183,0.974867752,0.372818421,0.788597871,0.599475727,1.85928
134,36,1.8034,1.83794,0.7168,4,2,1,0.768987187,0.528594438,0.916271663,0.881175471,0.201150028,0.866414721,0.460051021,0.343656727,0.051549145,0.887076123,0.568498055,1.8542
135,36,1.8034,1.83794,0.7168,4,3,1,0.422007292,0.265189347,0.539984596,0.473381813,0.567142094,0.776130008,0.514883548,0.7714559,0.4230031,0.465959224,0.896998552,1.7526
136,36,1.8034,1.83794,0.7168,4,4,0,0.941455396,0.948847082,0.84374097,0.883261536,0.482767957,0.803741659,0.343208305,0.318965487,0.046870217,0.732067458,0.749874809,1.83794
137,37,1.8034,1.81051,0.7114,4,1,1,0.780098929,0.448126515,0.254849246,0.30633484,0.245099974,0.954270184,0.054532861,0.848665061,0.964882225,0.844562727,0.036306773,1.778
138,37,1.8034,1.81051,0.7114,4,2,0,0.841342578,0.104042284,0.227816763,0.651501237,0.920462793,0.516931858,0.711611395,0.047327842,0.497302598,0.269276524,0.911912333,1.83794
139,37,1.8034,1.81051,0.7114,4,3,0,0.621283015,0.66752212,0.663164465,0.445099509,0.182289074,0.736143074,0.808984825,0.373263567,0.59026395,0.433303086,0.338733774,1.83794
140,37,1.8034,1.81051,0.7114,4,4,0,0.936531083,0.522046235,0.212966241,0.210236328,0.33645387,0.619130768,0.447671283,0.710577093,0.081733555,0.414373604,0.749496374,1.82423
141,38,1.8034,1.81051,0.7114,6,1,1,0.988312993,0.436068609,0.278431196,0.750987482,0.529921928,0.375098316,0.871975481,0.473073752,0.857192425,0.167695538,0.53796426,1.778
142,38,1.8034,1.81051,0.7114,6,2,1,0.504165144,0.636450279,0.886248119,0.410945641,0.522830386,0.9771273,0.607821222,0.562749886,0.424090912,0.678831507,0.387726854,1.7526
143,38,1.8034,1.81051,0.7114,6,3,1,0.092058473,0.148562231,0.385968866,0.411629577,0.935136488,0.983288321,0.158294192,0.165460433,0.078725258,0.267172673,0.85581185,1.7399
